dataset_path,gpu_id,image_folder,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
/optane/nerf_datasets/360/stump,3,images_4,output/stump_ifimages_4_r41,28.624322810257393,0.2780768871307373,26.264015197753906,0.763606071472168
/optane/nerf_datasets/360/bicycle,1,images_4,output/bicycle_ifimages_4_r41,23.88080618714948,0.31620141863822937,24.735607147216797,0.7326834797859192
/optane/nerf_datasets/360/garden,2,images_4,output/garden_ifimages_4_r41,26.923774548612922,0.16703563928604126,26.714338302612305,0.839952290058136
/optane/nerf_datasets/360/treehill,3,images_4,output/treehill_ifimages_4_r41,22.77679749990549,0.4041696786880493,22.761653900146484,0.6338300704956055
/optane/nerf_datasets/360/flowers,1,images_4,output/flowers_ifimages_4_r41,23.071064074060043,0.3551187217235565,21.467151641845703,0.6092990040779114
/optane/nerf_datasets/360/room,2,images_2,output/room_ifimages_2_r41,32.26627070035488,0.2914256751537323,30.57862663269043,0.91568922996521
/optane/nerf_datasets/360/counter,3,images_2,output/counter_ifimages_2_r41,30.16530489398215,0.2493855357170105,28.812719345092773,0.9063240885734558
/optane/nerf_datasets/360/bonsai,2,images_2,output/bonsai_ifimages_2_r41,31.64064327679387,0.23685890436172485,31.352684020996094,0.9416095614433289
/optane/nerf_datasets/360/kitchen,1,images_2,output/kitchen_ifimages_2_r41,31.13420948892572,0.16199250519275665,31.08904457092285,0.9234374761581421
